season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain,href
2016,980919,PBKS v RPS,PBKS,RPS,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,AR Patel,Axar Patel,3,0,26,0,8.66,6,4,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/554691.html
2016,980919,PBKS v RPS,PBKS,RPS,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,P Sahu,Pardeep Sahu,4,0,31,0,7.75,6,3,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/34155.html
2016,980919,PBKS v RPS,PBKS,RPS,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,MM Sharma,Mohit Sharma,4,0,23,3,5.75,8,2,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/537119.html
2016,980919,PBKS v RPS,PBKS,RPS,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,GJ Maxwell,Glenn Maxwell,1,0,3,0,3,3,0,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/325026.html
2016,980919,PBKS v RPS,PBKS,RPS,RPS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,I Sharma,Ishant Sharma,3,0,26,0,8.66,10,4,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/236779.html
2016,980919,PBKS v RPS,PBKS,RPS,RPS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,Ankit Sharma,Ankit Sharma,4,0,27,1,6.75,8,2,0,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/422992.html
2016,980919,PBKS v RPS,PBKS,RPS,RPS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,R Ashwin,Ravichandran Ashwin,4,0,27,0,6.75,8,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/26421.html
2016,980919,PBKS v RPS,PBKS,RPS,RPS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,M Ashwin,Murugan Ashwin,4,0,36,3,9,5,2,2,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/528067.html
2016,980919,PBKS v RPS,PBKS,RPS,RPS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,IK Pathan,Irfan Pathan,1,0,7,0,7,3,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/32685.html
2016,980919,PBKS v RPS,PBKS,RPS,RPS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,NLTC Perera,Thisara Perera,2.4,0,30,0,11.25,2,4,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/233514.html
2016,980921,RCB v DC,RCB,DC,DC,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,Z Khan,Zaheer Khan,4,0,50,1,12.5,6,7,2,0,0,TRUE,https://www.espncricinfo.com/ci/content/player/30102.html
2016,980921,RCB v DC,RCB,DC,DC,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,CH Morris,Chris Morris,4,0,29,0,7.25,9,4,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/439952.html
2016,980921,RCB v DC,RCB,DC,DC,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,Mohammed Shami,Mohammed Shami,4,0,34,2,8.5,8,2,2,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/481896.html
2016,980921,RCB v DC,RCB,DC,DC,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,P Negi,Pawan Negi,3,0,26,0,8.66,3,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/530773.html
2016,980921,RCB v DC,RCB,DC,DC,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,A Mishra,Amit Mishra,3,0,26,0,8.66,4,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/31107.html
2016,980921,RCB v DC,RCB,DC,DC,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,CR Brathwaite,Carlos Brathwaite,2,0,18,1,9,5,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/457249.html
2016,980921,RCB v DC,RCB,DC,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,S Aravind,Sreenath Aravind,3,0,32,1,10.66,5,4,0,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/290632.html
2016,980921,RCB v DC,RCB,DC,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,Parvez Rasool,Parvez Rasool,3,0,28,0,9.33,5,4,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/378496.html
2016,980921,RCB v DC,RCB,DC,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,SR Watson,Shane Watson,4,0,25,2,6.25,12,3,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/8180.html
2016,980921,RCB v DC,RCB,DC,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,YS Chahal,Yuzvendra Chahal,2.1,0,23,0,10.61,2,2,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/430246.html
2016,980921,RCB v DC,RCB,DC,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,D Wiese,David Wiese,4,0,49,0,12.25,6,7,1,2,1,FALSE,https://www.espncricinfo.com/ci/content/player/221140.html
2016,980921,RCB v DC,RCB,DC,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,HV Patel,Harshal Patel,3,0,32,0,10.66,4,2,2,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/390481.html
2016,980923,SRH v MI,SRH,MI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,B Kumar,Bhuvneshwar Kumar,4,0,17,1,4.25,14,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/326016.html
2016,980923,SRH v MI,SRH,MI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,BB Sran,Barinder Sran,4,0,28,3,7,13,4,0,4,0,FALSE,https://www.espncricinfo.com/ci/content/player/537126.html
2016,980923,SRH v MI,SRH,MI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,MC Henriques,Moises Henriques,4,0,23,0,5.75,10,1,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/5961.html
2016,980923,SRH v MI,SRH,MI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,Mustafizur Rahman,Mustafizur Rahman,4,0,32,1,8,6,3,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/330902.html
2016,980923,SRH v MI,SRH,MI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,Bipul Sharma,Bipul Sharma,4,0,40,0,10,6,0,4,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/35928.html
2016,980923,SRH v MI,SRH,MI,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,TG Southee,Tim Southee,4,0,24,3,6,11,2,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/232364.html
2016,980923,SRH v MI,SRH,MI,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,MJ McClenaghan,Mitchell McClenaghan,3.3,0,33,0,9.42,10,2,3,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/319439.html
2016,980923,SRH v MI,SRH,MI,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,JJ Bumrah,Jasprit Bumrah,3,0,19,0,6.33,6,0,1,0,1,FALSE,https://www.espncricinfo.com/ci/content/player/625383.html
2016,980923,SRH v MI,SRH,MI,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,Harbhajan Singh,Harbhajan Singh,4,0,38,0,9.5,7,4,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/29264.html
2016,980923,SRH v MI,SRH,MI,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,HH Pandya,Hardik Pandya,3,0,29,0,9.66,3,3,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/625371.html
2016,980925,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,M Morkel,Morne Morkel,4,0,27,2,6.75,11,4,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/46538.html
2016,980925,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,UT Yadav,Umesh Yadav,3,0,17,1,5.66,5,0,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/376116.html
2016,980925,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,Shakib Al Hasan,Shakib Al Hasan,4,0,28,0,7,9,3,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/56143.html
2016,980925,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,SP Narine,Sunil Narine,4,0,22,2,5.5,10,1,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/230558.html
2016,980925,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,PP Chawla,Piyush Chawla,3,0,18,1,6,8,2,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/32966.html
2016,980925,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,YK Pathan,Yusuf Pathan,1,0,6,1,6,2,0,0,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/32498.html
2016,980925,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,AD Russell,Andre Russell,1,0,18,0,18,0,0,2,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/276298.html
2016,980925,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,Sandeep Sharma,Sandeep Sharma,2,0,21,0,10.5,2,3,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/438362.html
2016,980925,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,KJ Abbott,Kyle Abbott,3,0,32,0,10.66,4,5,0,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/297583.html
2016,980925,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,MM Sharma,Mohit Sharma,3.1,0,29,0,9.15,7,5,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/537119.html
2016,980925,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,AR Patel,Axar Patel,3,0,19,2,6.33,6,2,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/554691.html
2016,980925,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,P Sahu,Pardeep Sahu,4,0,18,2,4.5,10,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/34155.html
2016,980925,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,GJ Maxwell,Glenn Maxwell,2,0,17,0,8.5,3,2,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/325026.html
2016,980927,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,TG Southee,Tim Southee,4,0,25,0,6.25,11,3,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/232364.html
2016,980927,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,MJ McClenaghan,Mitchell McClenaghan,4,0,46,1,11.5,10,3,4,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/319439.html
2016,980927,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,JJ Bumrah,Jasprit Bumrah,4,0,31,3,7.75,8,3,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/625383.html
2016,980927,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,Harbhajan Singh,Harbhajan Singh,2,0,20,0,10,3,3,0,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/29264.html
2016,980927,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,KH Pandya,Krunal Pandya,4,0,27,2,6.75,8,0,0,4,0,FALSE,https://www.espncricinfo.com/ci/content/player/471342.html
2016,980927,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,HH Pandya,Hardik Pandya,2,0,18,0,9,4,0,2,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/625371.html
2016,980927,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,VR Aaron,Varun Aaron,4,0,37,0,9.25,9,3,1,0,1,FALSE,https://www.espncricinfo.com/ci/content/player/360911.html
2016,980927,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,KW Richardson,Kane Richardson,3,0,25,1,8.33,8,2,2,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/272262.html
2016,980927,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,SR Watson,Shane Watson,4,0,40,0,10,8,6,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/8180.html
2016,980927,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,HV Patel,Harshal Patel,2,0,20,0,10,4,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/390481.html
2016,980927,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,Iqbal Abdulla,Iqbal Abdulla,4,0,40,3,10,6,2,3,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/277237.html
2016,980927,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,STR Binny,Stuart Binny,1,0,8,0,8,1,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/27223.html
2016,980929,GL v SRH,GL,SRH,SRH,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,1,B Kumar,Bhuvneshwar Kumar,4,0,29,4,7.25,11,4,0,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/326016.html
2016,980929,GL v SRH,GL,SRH,SRH,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,1,BB Sran,Barinder Sran,4,0,36,1,9,5,3,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/537126.html
2016,980929,GL v SRH,GL,SRH,SRH,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,1,Mustafizur Rahman,Mustafizur Rahman,4,0,19,1,4.75,10,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/330902.html
2016,980929,GL v SRH,GL,SRH,SRH,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,1,DJ Hooda,Deepak Hooda,3,0,22,1,7.33,3,2,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/497121.html
2016,980929,GL v SRH,GL,SRH,SRH,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,1,MC Henriques,Moises Henriques,3,0,17,0,5.66,4,0,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/5961.html
2016,980929,GL v SRH,GL,SRH,SRH,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,1,Bipul Sharma,Bipul Sharma,2,0,10,1,5,5,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/35928.html
2016,980929,GL v SRH,GL,SRH,GL,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,2,DW Steyn,Dale Steyn,2,0,17,0,8.5,5,2,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/47492.html
2016,980929,GL v SRH,GL,SRH,GL,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,2,P Kumar,Praveen Kumar,2,0,31,0,15.5,2,3,0,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/30732.html
2016,980929,GL v SRH,GL,SRH,GL,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,2,DJ Bravo,Dwayne Bravo,3,0,26,0,8.66,5,4,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/51439.html
2016,980929,GL v SRH,GL,SRH,GL,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,2,SK Raina,Suresh Raina,2,0,16,0,8,3,2,0,1,0,TRUE,https://www.espncricinfo.com/ci/content/player/33335.html
2016,980929,GL v SRH,GL,SRH,GL,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,2,PV Tambe,Pravin Tambe,2,0,17,0,8.5,1,1,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/587152.html
2016,980929,GL v SRH,GL,SRH,GL,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,2,RA Jadeja,Ravindra Jadeja,2.5,0,20,0,7.05,5,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/234675.html
2016,980929,GL v SRH,GL,SRH,GL,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,2,DS Kulkarni,Dhawal Kulkarni,1,0,9,0,9,1,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/277955.html
2016,980931,RPS v RCB,RPS,RCB,RPS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,I Sharma,Ishant Sharma,4,0,47,0,11.75,8,6,2,2,1,FALSE,https://www.espncricinfo.com/ci/content/player/236779.html
2016,980931,RPS v RCB,RPS,RCB,RPS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,NLTC Perera,Thisara Perera,4,0,34,3,8.5,8,3,1,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/233514.html
2016,980931,RPS v RCB,RPS,RCB,RPS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Ankit Sharma,Ankit Sharma,4,0,31,0,7.75,4,1,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/422992.html
2016,980931,RPS v RCB,RPS,RCB,RPS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,R Bhatia,Rajat Bhatia,3,0,22,0,7.33,1,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/26907.html
2016,980931,RPS v RCB,RPS,RCB,RPS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,R Ashwin,Ravichandran Ashwin,3,0,22,0,7.33,5,1,0,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/26421.html
2016,980931,RPS v RCB,RPS,RCB,RPS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,M Ashwin,Murugan Ashwin,2,0,29,0,14.5,1,2,2,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/528067.html
2016,980931,RPS v RCB,RPS,RCB,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,STR Binny,Stuart Binny,2,0,23,0,11.5,2,4,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/27223.html
2016,980931,RPS v RCB,RPS,RCB,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,KW Richardson,Kane Richardson,3,0,13,3,4.33,11,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/272262.html
2016,980931,RPS v RCB,RPS,RCB,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,HV Patel,Harshal Patel,4,0,46,1,11.5,6,5,2,3,0,FALSE,https://www.espncricinfo.com/ci/content/player/390481.html
2016,980931,RPS v RCB,RPS,RCB,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,SR Watson,Shane Watson,4,0,31,2,7.75,9,2,1,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/8180.html
2016,980931,RPS v RCB,RPS,RCB,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,T Shamsi,Tabraiz Shamsi,4,0,36,1,9,7,4,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/379145.html
2016,980931,RPS v RCB,RPS,RCB,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,Iqbal Abdulla,Iqbal Abdulla,3,0,22,0,7.33,0,0,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/277237.html
2016,980933,DC v MI,DC,MI,MI,"Arun Jaitley Stadium, Delhi",Delhi,India,1,TG Southee,Tim Southee,3,0,21,0,7,6,2,0,3,0,FALSE,https://www.espncricinfo.com/ci/content/player/232364.html
2016,980933,DC v MI,DC,MI,MI,"Arun Jaitley Stadium, Delhi",Delhi,India,1,MJ McClenaghan,Mitchell McClenaghan,4,0,31,2,7.75,13,2,2,3,0,FALSE,https://www.espncricinfo.com/ci/content/player/319439.html
2016,980933,DC v MI,DC,MI,MI,"Arun Jaitley Stadium, Delhi",Delhi,India,1,JJ Bumrah,Jasprit Bumrah,4,0,42,0,10.5,5,4,1,1,1,FALSE,https://www.espncricinfo.com/ci/content/player/625383.html
2016,980933,DC v MI,DC,MI,MI,"Arun Jaitley Stadium, Delhi",Delhi,India,1,KH Pandya,Krunal Pandya,4,0,25,0,6.25,3,1,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/471342.html
2016,980933,DC v MI,DC,MI,MI,"Arun Jaitley Stadium, Delhi",Delhi,India,1,HH Pandya,Hardik Pandya,1,0,7,1,7,2,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/625371.html
2016,980933,DC v MI,DC,MI,MI,"Arun Jaitley Stadium, Delhi",Delhi,India,1,Harbhajan Singh,Harbhajan Singh,3,0,24,1,8,6,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/29264.html
2016,980933,DC v MI,DC,MI,MI,"Arun Jaitley Stadium, Delhi",Delhi,India,1,KA Pollard,Kieron Pollard,1,0,11,0,11,1,0,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/230559.html
2016,980933,DC v MI,DC,MI,DC,"Arun Jaitley Stadium, Delhi",Delhi,India,2,Z Khan,Zaheer Khan,4,0,30,1,7.5,10,3,1,1,0,TRUE,https://www.espncricinfo.com/ci/content/player/30102.html
2016,980933,DC v MI,DC,MI,DC,"Arun Jaitley Stadium, Delhi",Delhi,India,2,Mohammed Shami,Mohammed Shami,3,0,24,0,8,9,5,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/481896.html
2016,980933,DC v MI,DC,MI,DC,"Arun Jaitley Stadium, Delhi",Delhi,India,2,P Negi,Pawan Negi,1,0,19,0,19,0,4,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/530773.html
2016,980933,DC v MI,DC,MI,DC,"Arun Jaitley Stadium, Delhi",Delhi,India,2,CH Morris,Chris Morris,4,0,27,1,6.75,7,1,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/439952.html
2016,980933,DC v MI,DC,MI,DC,"Arun Jaitley Stadium, Delhi",Delhi,India,2,A Mishra,Amit Mishra,4,0,24,2,6,8,0,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/31107.html
2016,980933,DC v MI,DC,MI,DC,"Arun Jaitley Stadium, Delhi",Delhi,India,2,Imran Tahir,Imran Tahir,4,0,29,0,7.25,7,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/40618.html
2016,980935,SRH v PBKS,SRH,PBKS,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,B Kumar,Bhuvneshwar Kumar,4,0,37,1,9.25,7,3,2,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/326016.html
2016,980935,SRH v PBKS,SRH,PBKS,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,BB Sran,Barinder Sran,4,0,33,0,8.25,6,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/537126.html
2016,980935,SRH v PBKS,SRH,PBKS,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,DJ Hooda,Deepak Hooda,4,0,30,0,7.5,11,1,2,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/497121.html
2016,980935,SRH v PBKS,SRH,PBKS,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,Mustafizur Rahman,Mustafizur Rahman,4,1,9,2,2.25,17,0,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/330902.html
2016,980935,SRH v PBKS,SRH,PBKS,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,MC Henriques,Moises Henriques,4,0,33,2,8.25,7,3,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/5961.html
2016,980935,SRH v PBKS,SRH,PBKS,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,Sandeep Sharma,Sandeep Sharma,4,0,30,1,7.5,12,2,2,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/438362.html
2016,980935,SRH v PBKS,SRH,PBKS,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,KJ Abbott,Kyle Abbott,3,0,34,0,11.33,4,5,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/297583.html
2016,980935,SRH v PBKS,SRH,PBKS,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,GJ Maxwell,Glenn Maxwell,2,0,16,0,8,4,1,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/325026.html
2016,980935,SRH v PBKS,SRH,PBKS,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,MM Sharma,Mohit Sharma,3,0,20,1,6.66,8,2,0,3,0,FALSE,https://www.espncricinfo.com/ci/content/player/537119.html
2016,980935,SRH v PBKS,SRH,PBKS,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,R Dhawan,Rishi Dhawan,4,0,35,1,8.75,7,3,1,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/290727.html
2016,980935,SRH v PBKS,SRH,PBKS,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,AR Patel,Axar Patel,1.5,0,11,0,6,4,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/554691.html
2016,980937,GL v RCB,GL,RCB,GL,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India,1,P Kumar,Praveen Kumar,3,0,28,0,9.33,6,5,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/30732.html
